

DATE:	06/11/2017	TIME:	11:10:28
Initialising game took 10.26 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
Average Init time=	84.085 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:32:26
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	51545.745
Average Paint time=	1.507 ms
Average Init time=	15.799 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:32:31
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	133341.885
Average Paint time=	1.650 ms
Average Init time=	15.916 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:32:35
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	129843.437
Average Paint time=	1.482 ms
Average Init time=	16.794 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:32:39
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	54994.459
Average Paint time=	1.649 ms
Average Init time=	16.618 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:32:43
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	114979.946
Average Paint time=	1.480 ms
Average Init time=	22.938 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:34:30
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	141103.990
Average Paint time=	2.265 ms
Average Init time=	18.959 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:34:43
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	136326.294
Average Paint time=	1.823 ms
Average Init time=	16.794 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:34:53
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	104577.842
Average Paint time=	1.539 ms
Average Init time=	17.554 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:35:09
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	76938.807
Average Paint time=	1.546 ms
Average Init time=	18.139 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:35:22
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	120186.475
Average Paint time=	1.788 ms
Average Init time=	15.740 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:35:25
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	127167.327
Average Paint time=	1.617 ms
Average Init time=	15.974 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:35:29
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	124631.987
Average Paint time=	1.426 ms
Average Init time=	15.682 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:35:32
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	83379.631
Average Paint time=	2.315 ms
Average Init time=	29.901 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:35:37
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	137192.358
Average Paint time=	1.659 ms
Average Init time=	16.560 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:36:25
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	95554.532
Average Paint time=	1.193 ms
Average Init time=	22.177 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:46:29
SUMMARY for 9 games played, with 277 moves entered.

Average frames/sec=	37880.143
Average Paint time=	1.898 ms
Average Init time=	4626.242 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:46:43
SUMMARY for 9 games played, with 277 moves entered.

Average frames/sec=	119482.118
Average Paint time=	1.496 ms
Average Init time=	4560.121 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:47:04
SUMMARY for 9 games played, with 277 moves entered.

Average frames/sec=	101172.933
Average Paint time=	0.555 ms
Average Init time=	3000.713 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:47:19
SUMMARY for 9 games played, with 277 moves entered.

Average frames/sec=	277159.340
Average Paint time=	0.646 ms
Average Init time=	3292.277 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:47:52
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	6508179.932
Average Paint time=	0.016 ms
Average Init time=	5386.187 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:47:58
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	9695859.898
Average Paint time=	0.008 ms
Average Init time=	5795.671 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:48:20
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	10108449.681
Average Paint time=	0.007 ms
Average Init time=	79582.383 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:48:59
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	10797662.159
Average Paint time=	0.006 ms
Average Init time=	4976.645 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:49:18
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	9897856.979
Average Paint time=	0.008 ms
Average Init time=	5449.441 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 19/12/2017	TIME: 00:49:21
SUMMARY for 5 games played, with 139 moves entered.

Average frames/sec=	11048770.581
Average Paint time=	0.006 ms
Average Init time=	8136.362 us

//SCRANNERS MOVES

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:38:46
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	146553.431
Average Paint time=	1.241 ms
Average Init time=	17.149 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:39:28
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	157247.986
Average Paint time=	1.101 ms
Average Init time=	15.225 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:39:35
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	110022.973
Average Paint time=	1.118 ms
Average Init time=	31.238 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:39:56
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	115955.351
Average Paint time=	1.153 ms
Average Init time=	14.910 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:40:27
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	103782.249
Average Paint time=	1.074 ms
Average Init time=	14.640 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:43:07
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	109308.028
Average Paint time=	1.037 ms
Average Init time=	43.762 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:43:16
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	116400.654
Average Paint time=	0.913 ms
Average Init time=	15.056 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:44:00
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	144724.814
Average Paint time=	0.919 ms
Average Init time=	15.473 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:48:32
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	132786.033
Average Paint time=	1.023 ms
Average Init time=	16.305 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:48:36
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	113161.836
Average Paint time=	1.053 ms
Average Init time=	15.776 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:50:02
SUMMARY for 1 games played, with 1 moves entered.

Average frames/sec=	inf
Average Paint time=	0.731 ms
Average Init time=	32.475 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:50:30
SUMMARY for 1 games played, with 1 moves entered.

Average frames/sec=	inf
Average Paint time=	0.742 ms
Average Init time=	32.183 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:58:58
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	89715.483
Average Paint time=	1.190 ms
Average Init time=	16.316 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:59:13
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	105583.006
Average Paint time=	1.067 ms
Average Init time=	42.052 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:59:20
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	91358.362
Average Paint time=	1.142 ms
Average Init time=	14.730 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:59:36
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	78485.706
Average Paint time=	1.018 ms
Average Init time=	15.596 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:59:43
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	104334.963
Average Paint time=	1.018 ms
Average Init time=	15.934 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 17:59:49
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	94697.326
Average Paint time=	1.066 ms
Average Init time=	16.935 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:00:09
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	99984.156
Average Paint time=	1.149 ms
Average Init time=	15.506 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:00:17
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	80572.045
Average Paint time=	1.108 ms
Average Init time=	15.551 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:00:54
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	158598.621
Average Paint time=	1.143 ms
Average Init time=	5.784 us

*************************************************************************************************************************

SSE2

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:01:49
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	201107.340
Average Paint time=	0.926 ms
Average Init time=	5.671 us

*************************************************************************************************************************
AVX

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:02:29
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	146540.062
Average Paint time=	0.856 ms
Average Init time=	5.851 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:03:05
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	136081.781
Average Paint time=	1.014 ms
Average Init time=	5.626 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:03:28
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	87530.400
Average Paint time=	0.926 ms
Average Init time=	6.313 us

*************************************************************************************************************************
AVX2
Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:03:35
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	192711.784
Average Paint time=	0.844 ms
Average Init time=	5.390 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:03:43
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	162925.500
Average Paint time=	1.066 ms
Average Init time=	6.212 us

*************************************************************************************************************************
SSE2
Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:04:02
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	163356.257
Average Paint time=	0.853 ms
Average Init time=	5.784 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:04:08
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	147191.262
Average Paint time=	0.958 ms
Average Init time=	5.941 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:08:36
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	161152.172
Average Paint time=	0.971 ms
Average Init time=	5.446 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:10:47
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	109263.420
Average Paint time=	0.986 ms
Average Init time=	15.788 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:10:55
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	111744.952
Average Paint time=	1.010 ms
Average Init time=	15.090 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:11:02
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	98437.172
Average Paint time=	0.951 ms
Average Init time=	16.395 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:11:37
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	99847.438
Average Paint time=	0.978 ms
Average Init time=	16.497 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:11:43
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	105244.066
Average Paint time=	1.065 ms
Average Init time=	66.110 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:12:36
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	186470.741
Average Paint time=	0.948 ms
Average Init time=	5.604 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:12:44
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	172494.946
Average Paint time=	0.912 ms
Average Init time=	6.189 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:13:13
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	153491.824
Average Paint time=	0.944 ms
Average Init time=	5.401 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:21:50
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	143464.651
Average Paint time=	1.655 ms
Average Init time=	10.443 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:22:05
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	159243.203
Average Paint time=	1.110 ms
Average Init time=	5.818 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:22:16
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	179782.377
Average Paint time=	1.025 ms
Average Init time=	5.649 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:22:26
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	122237.516
Average Paint time=	1.120 ms
Average Init time=	5.604 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:22:34
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	165561.726
Average Paint time=	1.000 ms
Average Init time=	5.615 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:22:37
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	171637.954
Average Paint time=	1.067 ms
Average Init time=	7.539 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:23:10
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	71751.549
Average Paint time=	1.108 ms
Average Init time=	6.943 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:23:24
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	198069.839
Average Paint time=	1.087 ms
Average Init time=	5.638 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:23:31
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	177979.773
Average Paint time=	1.203 ms
Average Init time=	8.147 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:23:50
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	48350.502
Average Paint time=	0.931 ms
Average Init time=	6.020 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:24:04
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	119736.551
Average Paint time=	0.931 ms
Average Init time=	12.018 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:25:05
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	127815.207
Average Paint time=	0.929 ms
Average Init time=	9.981 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:25:24
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	220045.946
Average Paint time=	1.085 ms
Average Init time=	6.076 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:25:40
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	216341.718
Average Paint time=	1.173 ms
Average Init time=	5.435 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:27:07
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	112299.576
Average Paint time=	1.087 ms
Average Init time=	6.076 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:27:43
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	222854.329
Average Paint time=	0.983 ms
Average Init time=	6.200 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:28:34
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	103451.424
Average Paint time=	1.211 ms
Average Init time=	5.953 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:35:11
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	108834.079
Average Paint time=	1.311 ms
Average Init time=	5.424 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:35:33
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	191186.603
Average Paint time=	0.901 ms
Average Init time=	5.806 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:35:39
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	129992.347
Average Paint time=	1.135 ms
Average Init time=	5.503 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:35:44
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	156550.741
Average Paint time=	1.084 ms
Average Init time=	5.671 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:35:51
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	191106.999
Average Paint time=	1.113 ms
Average Init time=	5.694 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:40:01
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	181150.815
Average Paint time=	1.095 ms
Average Init time=	5.964 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:40:10
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	99720.378
Average Paint time=	1.030 ms
Average Init time=	29.403 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:40:23
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	88925.847
Average Paint time=	1.059 ms
Average Init time=	5.986 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 31/12/2017	TIME: 18:40:31
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	177772.969
Average Paint time=	1.093 ms
Average Init time=	6.324 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 09/01/2018	TIME: 20:21:03
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	476.716
Average Paint time=	0.861 ms
Average Init time=	286529.761 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 09/01/2018	TIME: 21:13:00
SUMMARY for 29 games played, with 934 moves entered.

Average frames/sec=	68027.216
Average Paint time=	1.204 ms
Average Init time=	13.478 us

*************************************************************************************************************************

DATE:	09/01/2018	TIME:	21:33:57
Initialising game took 33.06 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	1.28		DOWN  to GRASS   and FROG GONE 96.67%			0.26		3823.70		EAGLE GOT A FROG
	0.96		DOWN  to GRASS   and ALIVE     93.33%			89946.50		0.01		
	0.89		DOWN  to GRASS   and ALIVE     90.00%			83365.05		0.01		
	0.85		DOWN  to GRASS   and ALIVE     86.67%			83365.05		0.01		
	0.80		DOWN  to GRASS   and ALIVE     83.33%			81380.17		0.01		
	0.89		DOWN  to GRASS   and ALIVE     80.00%			81380.17		0.01		
	0.81		DOWN  to GRASS   and ALIVE     76.67%			83365.05		0.01		
	0.85		DOWN  to GRASS   and ALIVE     73.33%			72722.70		0.01		
	1.10		DOWN  to GRASS   and ALIVE     70.00%			83365.05		0.01		
	0.82		LEFT  to GRASS   and ALIVE     66.67%			85449.17		0.01		
	1.63		DOWN  to DEATH   and LOST GAME 63.33%			19871.90		0.05		OH NO! A FROG!                                              

DATE:	09/01/2018	TIME:	21:34:04
Initialising game took 32.48 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	1.32		DOWN  to GRASS   and ALIVE     96.67%			81380.17		0.01		READY TO SLITHER!? PRESS A KEY...
	0.78		LEFT  to GRASS   and ALIVE     93.33%			85449.17		0.01		
	0.93		DOWN  to GRASS   and ALIVE     90.00%			77681.07		0.01		
	0.82		LEFT  to GRASS   and ALIVE     86.67%			83365.05		0.01		
	1.10		DOWN  to GRASS   and ALIVE     83.33%			75954.82		0.01		
	0.89		LEFT  to GRASS   and ALIVE     80.00%			81380.17		0.01		
	0.83		LEFT  to GRASS   and ALIVE     76.67%			85449.17		0.01		
	0.82		LEFT  to GRASS   and ALIVE     73.33%			68359.34		0.01		
	1.37		DOWN  to LETTUCE and ALIVE     86.67%			0.28		3570.71		LETTUCE EATEN                                              
	0.84		DOWN  to GRASS   and ALIVE     83.33%			81380.17		0.01		
	0.77		RIGHT to GRASS   and ALIVE     80.00%			85449.17		0.01		
	1.33		RIGHT to GRASS   and ALIVE     76.67%			79487.60		0.01		
	0.97		DOWN  to GRASS   and ALIVE     73.33%			77681.07		0.01		
	0.81		DOWN  to GRASS   and ALIVE     70.00%			81380.17		0.01		
	0.82		DOWN  to GRASS   and ALIVE     66.67%			85449.17		0.01		
	0.99		DOWN  to GRASS   and ALIVE     63.33%			81380.17		0.01		
	0.87		DOWN  to GRASS   and ALIVE     60.00%			81380.17		0.01		
	1.19		DOWN  to GRASS   and ALIVE     56.67%			68359.34		0.01		
	1.39		LEFT  to WORM    and ALIVE     100.00%			26091.35		0.04		WORM EATEN                                              
	0.81		LEFT  to GRASS   and ALIVE     96.67%			81380.17		0.01		
	0.86		UP    to GRASS   and ALIVE     93.33%			81380.17		0.01		
	1.02		LEFT  to GRASS   and ALIVE     90.00%			83365.05		0.01		
	1.03		LEFT  to GRASS   and ALIVE     86.67%			68359.34		0.01		
	1.24		LEFT  to GRASS   and ALIVE     83.33%			81380.17		0.01		
	0.87		LEFT  to GRASS   and ALIVE     80.00%			85449.17		0.01		
	0.84		LEFT  to GRASS   and ALIVE     76.67%			87640.18		0.01		
	0.82		LEFT  to GRASS   and ALIVE     73.33%			85449.17		0.01		
	0.84		LEFT  to GRASS   and ALIVE     70.00%			83365.05		0.01		
	0.86		LEFT  to GRASS   and ALIVE     66.67%			83365.05		0.01		
	1.00		LEFT  to GRASS   and ALIVE     63.33%			83365.05		0.01		
	0.86		UP    to GRASS   and ALIVE     60.00%			87640.18		0.01		
	0.90		UP    to GRASS   and LOST GAME 56.67%			30247.50		0.03		FROG GOT YOU!

DATE:	09/01/2018	TIME:	21:35:34
Initialising game took 13.46 us

Paint Game (ms)		Move made & Status			Health		Frame rate/s	Time/Frame (ms)	Screen messages
-----------------------------------------------------------------------------------------------------------
	0.82		RIGHT to GRASS   and ALIVE     96.67%			0.07		13381.03		READY TO SLITHER!? PRESS A KEY...
	1.14		DOWN  to GRASS   and ALIVE     93.33%			85449.17		0.01		
	1.11		DOWN  to GRASS   and ALIVE     90.00%			83365.05		0.01		
	0.88		DOWN  to GRASS   and ALIVE     86.67%			83365.05		0.01		
	0.81		DOWN  to GRASS  

Student: Joe Garlick	DATE: 09/01/2018	TIME: 21:37:36
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	96564.348
Average Paint time=	1.076 ms
Average Init time=	14.606 us

*************************************************************************************************************************

Student: Joe Garlick	DATE: 09/01/2018	TIME: 21:37:51
SUMMARY for 26 games played, with 940 moves entered.

Average frames/sec=	141836.879
Average Paint time=	1.112 ms
Average Init time=	13.413 us

*************************************************************************************************************************
